                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                0.97927,                 3.4646,                 1.3564,                0.60873,                0.89569,                0.88831,                 0.6223,                 1.4116,                 1.3258,                 1.2507,                      0,                      0,                      0
                      1,                 1.3627,                 2.8458,                 1.6623,                0.60115,                0.88651,                0.88794,                0.63473,                  1.454,                 1.3508,                 1.2631,             6.0095e-07,             6.0095e-07,             6.0095e-07
